Temperature (°C),pH,Dissolved O2 (mg/L),BOD (mg/L),Conductivity (µS/cm),Salinity (ppt),Nitrate-N Concentration (mg/L),Bioremediating Organism
22.76,6.65,8.58,7.69,272.35,4.45,17.52,Ideonella sakaiensis
20.35,6.84,11.85,9.81,226.97,4.86,10.58,Ideonella sakaiensis
22.73,6.22,11.05,1.68,246.23,3.64,13.9,Pseudomonas putida
23.17,6.44,7.65,4.13,158.44,3.51,13.43,Pseudomonas putida
23.01,7.33,9.43,6.58,559.98,0.28,22.19,Acinetobacter baumannii
26.21,7.4,13.16,9.3,437.0,4.27,1.3,Ideonella sakaiensis
20.66,6.98,9.56,8.09,481.19,2.13,7.27,Bacillus cereus
26.86,8.76,6.01,4.92,408.85,1.66,14.39,Pseudomonas aeruginosa
25.66,7.41,9.63,8.41,331.26,4.11,4.03,Ideonella sakaiensis
26.95,6.55,11.56,3.82,827.37,2.02,15.09,Acinetobacter baumannii
29.33,7.37,9.64,11.32,191.31,0.4,14.32,Alcaligenes eutrophus
21.96,7.76,10.04,6.06,211.09,2.6,7.88,Bacillus cereus
26.88,7.74,9.39,12.18,432.74,1.18,23.72,Pseudomonas aeruginosa
23.16,6.37,10.93,1.67,251.61,3.62,13.41,Pseudomonas putida
23.38,6.66,10.55,3.29,448.78,2.66,18.67,Bacillus cereus
27.32,6.56,12.48,6.56,954.8,0.8,16.29,Acinetobacter baumannii
22.63,6.65,6.86,5.82,393.48,2.71,10.97,Bacillus cereus
25.03,8.63,10.39,5.8,434.4,0.09,4.15,Alcaligenes eutrophus
20.5,6.66,10.07,4.58,990.61,1.53,25.12,Acinetobacter baumannii
20.62,7.86,8.85,9.37,326.5,2.4,18.34,Bacillus cereus
24.73,6.81,8.89,4.32,676.04,0.86,31.63,Acinetobacter baumannii
22.57,6.76,8.29,9.21,276.82,2.2,19.45,Bacillus cereus
23.56,6.62,7.56,1.92,295.28,3.73,13.36,Pseudomonas putida
27.29,8.46,8.51,13.76,579.24,0.96,12.77,Alcaligenes eutrophus
28.13,7.08,5.82,12.37,760.09,1.65,19.42,Pseudomonas aeruginosa
23.11,6.67,6.83,9.61,174.21,2.76,13.66,Bacillus cereus
25.75,7.57,9.62,9.82,466.73,1.09,10.44,Pseudomonas aeruginosa
26.07,7.45,9.39,2.71,358.21,4.21,14.22,Ideonella sakaiensis
20.14,6.66,7.33,1.97,253.94,3.87,14.17,Pseudomonas putida
24.63,7.11,8.96,7.13,487.19,4.96,11.87,Ideonella sakaiensis
20.52,7.0,12.98,3.97,744.42,2.06,19.93,Acinetobacter baumannii
25.26,6.72,9.22,8.25,423.54,4.82,7.37,Ideonella sakaiensis
22.06,7.58,7.4,4.2,439.24,2.54,22.0,Bacillus cereus
24.9,7.23,9.2,4.5,451.63,2.14,19.69,Bacillus cereus
20.46,6.7,9.65,1.05,221.17,3.96,14.85,Pseudomonas putida
23.52,6.24,8.62,4.98,213.4,3.94,14.52,Pseudomonas putida
28.98,7.11,8.42,14.76,401.4,1.94,23.25,Pseudomonas aeruginosa
26.48,7.1,10.7,5.67,577.44,1.83,17.76,Acinetobacter baumannii
20.42,7.13,8.83,6.66,840.3,0.48,36.97,Acinetobacter baumannii
22.16,7.33,8.17,2.04,347.28,3.51,14.84,Pseudomonas putida
22.92,6.56,6.48,5.37,297.72,2.84,16.22,Bacillus cereus
23.96,7.07,11.77,6.33,506.91,2.44,37.27,Acinetobacter baumannii
25.16,6.71,8.48,7.49,407.16,4.82,15.39,Ideonella sakaiensis
27.39,7.23,11.87,6.81,715.23,1.6,33.54,Acinetobacter baumannii
22.57,6.76,12.01,2.17,473.63,4.06,9.83,Ideonella sakaiensis
27.65,6.85,11.46,7.57,529.62,2.41,34.95,Acinetobacter baumannii
26.5,7.03,12.34,4.45,809.51,1.29,29.04,Acinetobacter baumannii
26.97,8.9,7.25,11.35,477.3,0.52,11.18,Alcaligenes eutrophus
25.49,8.44,6.98,9.88,517.11,0.6,18.8,Pseudomonas aeruginosa
27.14,8.21,5.63,8.65,495.08,0.0,26.14,Pseudomonas aeruginosa
27.55,6.59,8.97,2.74,415.42,1.13,18.42,Acinetobacter baumannii
21.04,7.22,8.7,3.3,376.75,4.73,17.19,Ideonella sakaiensis
21.8,7.2,10.6,7.72,377.49,0.61,5.6,Alcaligenes eutrophus
26.97,6.83,8.34,9.39,477.43,4.63,13.05,Ideonella sakaiensis
20.08,6.66,12.74,2.08,841.75,0.9,39.03,Acinetobacter baumannii
21.14,7.44,8.62,4.03,381.32,3.72,12.52,Pseudomonas putida
29.96,7.08,5.72,11.48,587.85,1.54,29.37,Pseudomonas aeruginosa
25.03,8.15,9.1,10.33,272.83,0.78,12.47,Alcaligenes eutrophus
23.02,7.0,7.96,4.88,131.23,3.89,12.44,Pseudomonas putida
27.11,7.69,8.98,8.99,388.58,0.39,10.89,Pseudomonas aeruginosa
24.87,7.29,5.01,10.08,537.4,0.23,13.48,Alcaligenes eutrophus
27.75,7.09,10.25,3.39,687.35,0.09,0.3,Alcaligenes eutrophus
23.55,6.26,7.96,2.78,101.89,3.82,12.97,Pseudomonas putida
23.55,7.37,7.18,3.22,193.91,2.47,23.43,Bacillus cereus
24.96,6.56,8.84,1.02,379.55,3.57,14.35,Pseudomonas putida
22.68,6.8,11.7,8.88,574.27,4.21,3.98,Ideonella sakaiensis
25.42,8.3,7.49,13.74,614.68,0.67,10.12,Alcaligenes eutrophus
23.82,6.84,7.25,4.21,399.03,2.04,22.16,Bacillus cereus
20.16,6.8,13.07,9.98,522.93,4.6,15.81,Ideonella sakaiensis
22.12,6.04,9.28,2.6,257.73,3.88,13.07,Pseudomonas putida
26.78,7.15,11.42,9.8,293.08,4.65,6.42,Ideonella sakaiensis
27.66,6.83,13.38,9.3,439.46,4.12,18.31,Ideonella sakaiensis
21.29,6.64,9.53,9.95,557.49,5.0,15.27,Ideonella sakaiensis
26.56,8.18,9.05,8.75,648.72,1.98,20.18,Pseudomonas aeruginosa
22.19,6.22,10.41,4.35,376.18,3.56,13.02,Pseudomonas putida
25.59,7.04,6.36,11.55,585.75,1.71,27.87,Pseudomonas aeruginosa
24.66,6.14,10.27,3.82,230.61,3.53,14.76,Pseudomonas putida
28.89,7.81,8.22,7.94,761.69,1.66,25.27,Pseudomonas aeruginosa
23.26,7.22,8.16,7.71,446.72,2.33,23.19,Bacillus cereus
22.4,7.13,8.68,5.74,826.87,2.02,39.8,Acinetobacter baumannii
22.68,6.95,7.12,1.13,342.18,3.62,14.92,Pseudomonas putida
24.52,6.9,6.02,4.68,470.28,2.12,23.34,Bacillus cereus
26.13,7.9,10.64,9.54,572.67,0.71,4.83,Alcaligenes eutrophus
25.22,7.47,7.76,6.83,501.6,0.14,9.18,Alcaligenes eutrophus
28.64,7.05,8.33,9.58,454.13,4.1,17.8,Ideonella sakaiensis
23.99,9.0,10.69,14.88,598.52,0.86,12.42,Alcaligenes eutrophus
28.91,8.06,5.31,10.1,558.4,0.67,14.82,Alcaligenes eutrophus
20.59,6.81,13.57,3.84,749.46,1.59,31.37,Acinetobacter baumannii
21.78,6.81,9.78,2.34,400.56,1.45,31.37,Acinetobacter baumannii
29.72,7.42,5.44,11.42,725.24,1.61,28.2,Pseudomonas aeruginosa
22.77,7.02,8.3,5.59,490.11,2.95,9.61,Bacillus cereus
21.23,6.98,9.52,8.27,388.94,4.07,13.43,Ideonella sakaiensis
28.17,7.67,10.85,6.06,169.99,0.1,0.81,Alcaligenes eutrophus
25.36,7.03,13.77,6.44,365.64,4.81,5.59,Ideonella sakaiensis
27.0,8.62,8.74,7.85,335.36,0.75,13.02,Pseudomonas aeruginosa
22.85,7.44,8.4,6.37,444.64,2.1,33.75,Acinetobacter baumannii
20.23,8.61,7.09,2.22,336.53,0.21,1.94,Alcaligenes eutrophus
23.55,7.63,9.72,5.05,205.28,2.36,23.2,Bacillus cereus
22.81,6.49,8.49,2.98,303.84,3.79,12.01,Pseudomonas putida
20.15,6.45,7.48,4.55,269.27,3.85,14.77,Pseudomonas putida
20.97,6.9,11.64,2.91,296.29,4.59,0.98,Ideonella sakaiensis
20.03,6.94,10.78,5.77,481.93,4.41,14.04,Ideonella sakaiensis
25.12,7.15,9.29,3.24,589.93,4.38,3.77,Ideonella sakaiensis
21.02,7.03,10.97,8.93,411.19,2.87,12.96,Bacillus cereus
29.8,6.83,12.85,5.19,520.6,4.7,18.37,Ideonella sakaiensis
27.96,7.86,5.42,13.28,449.69,0.9,23.52,Pseudomonas aeruginosa
25.24,7.23,7.78,14.71,531.63,0.33,26.09,Pseudomonas aeruginosa
24.4,7.46,10.96,8.64,575.7,4.88,13.1,Ideonella sakaiensis
21.24,7.83,10.74,9.09,449.39,2.91,17.89,Bacillus cereus
29.98,7.27,5.82,13.4,518.02,0.57,18.73,Pseudomonas aeruginosa
22.63,6.52,7.32,2.92,273.14,3.93,12.47,Pseudomonas putida
26.32,7.27,8.09,6.75,749.45,1.48,32.38,Acinetobacter baumannii
24.71,7.98,10.75,3.84,402.36,2.14,6.07,Bacillus cereus
22.56,7.0,12.46,5.99,964.67,2.22,16.52,Acinetobacter baumannii
29.59,8.77,9.13,5.98,576.39,1.48,23.02,Pseudomonas aeruginosa
28.53,7.94,9.51,6.86,285.82,0.14,6.16,Alcaligenes eutrophus
28.69,8.72,9.86,8.76,787.44,0.69,15.86,Pseudomonas aeruginosa
23.57,6.67,11.01,7.38,586.72,0.34,28.28,Acinetobacter baumannii
23.87,6.04,7.74,4.45,362.16,3.59,13.17,Pseudomonas putida
23.9,7.86,6.46,12.96,262.84,0.84,13.47,Alcaligenes eutrophus
24.12,7.89,9.41,8.2,387.7,2.75,15.34,Bacillus cereus
23.62,7.19,9.99,2.62,147.27,3.8,13.42,Pseudomonas putida
25.25,7.97,7.18,4.17,655.99,0.29,23.65,Pseudomonas aeruginosa
23.24,8.64,6.47,5.04,428.89,0.86,2.32,Alcaligenes eutrophus
22.37,6.9,8.83,8.88,298.72,2.75,19.21,Bacillus cereus
24.05,6.16,7.35,4.4,183.12,3.72,13.12,Pseudomonas putida
23.71,6.75,7.05,3.92,296.75,3.86,13.57,Pseudomonas putida
24.75,6.52,7.29,6.22,444.57,2.05,14.27,Bacillus cereus
28.89,8.71,7.19,9.99,481.56,0.71,4.25,Alcaligenes eutrophus
28.98,8.54,6.07,9.15,401.74,0.49,13.41,Pseudomonas aeruginosa
27.61,6.67,10.25,5.0,702.8,1.19,33.3,Acinetobacter baumannii
29.25,7.41,9.47,4.21,548.79,0.89,18.12,Pseudomonas aeruginosa
23.42,7.03,8.12,3.79,399.18,3.51,12.0,Pseudomonas putida
27.16,6.51,11.17,5.75,306.48,4.98,8.96,Ideonella sakaiensis
22.49,7.04,7.82,4.57,263.76,3.65,14.81,Pseudomonas putida
20.84,7.87,6.36,5.07,333.63,2.19,20.9,Bacillus cereus
21.15,7.55,6.08,5.48,173.82,2.75,15.04,Bacillus cereus
25.45,7.04,9.92,11.28,594.99,0.16,24.65,Pseudomonas aeruginosa
27.45,7.31,9.05,9.53,560.84,4.14,9.39,Ideonella sakaiensis
28.13,8.12,10.51,3.4,485.1,0.84,6.4,Alcaligenes eutrophus
21.55,8.81,10.03,12.18,677.98,0.06,14.87,Alcaligenes eutrophus
22.47,6.77,9.13,4.57,317.14,3.64,14.27,Pseudomonas putida
27.08,8.07,7.5,10.89,584.12,1.82,19.78,Pseudomonas aeruginosa
25.78,7.88,8.47,14.46,421.37,0.93,24.91,Pseudomonas aeruginosa
23.27,7.09,7.38,6.4,367.29,2.32,18.48,Bacillus cereus
22.68,7.18,8.79,6.52,267.83,2.52,24.97,Bacillus cereus
20.73,7.43,9.7,4.73,229.81,3.67,13.58,Pseudomonas putida
27.59,6.63,8.37,2.14,810.46,1.99,29.37,Acinetobacter baumannii
20.12,7.91,8.73,5.99,239.24,2.72,10.85,Bacillus cereus
24.46,7.04,9.76,3.68,160.18,3.65,14.72,Pseudomonas putida
27.84,6.61,10.11,7.86,562.96,0.16,22.18,Acinetobacter baumannii
29.04,6.51,9.57,3.4,447.48,4.53,12.43,Ideonella sakaiensis
27.69,8.65,8.46,14.22,327.88,0.16,14.62,Alcaligenes eutrophus
23.38,7.08,12.28,7.08,836.13,0.86,31.21,Acinetobacter baumannii
21.04,6.06,10.16,4.34,392.45,3.92,12.46,Pseudomonas putida
21.46,6.59,8.92,9.34,352.35,2.35,17.59,Bacillus cereus
22.61,6.81,10.65,8.71,328.54,2.87,9.27,Bacillus cereus
23.65,7.18,12.47,4.52,969.25,0.11,20.04,Acinetobacter baumannii
23.94,7.79,10.37,9.38,334.92,2.32,23.68,Bacillus cereus
24.73,6.98,8.11,5.82,980.03,1.42,32.23,Acinetobacter baumannii
25.92,7.56,9.7,9.45,734.5,0.42,19.49,Pseudomonas aeruginosa
25.1,7.84,5.25,6.79,466.1,0.67,12.68,Pseudomonas aeruginosa
24.32,6.9,11.89,1.1,346.93,3.85,13.61,Pseudomonas putida
24.83,7.18,8.6,6.93,927.7,0.62,35.47,Acinetobacter baumannii
23.69,7.04,10.32,4.37,309.45,2.86,23.73,Bacillus cereus
26.04,7.26,12.72,7.35,226.8,4.66,2.31,Ideonella sakaiensis
22.05,6.88,8.54,1.65,387.59,3.93,12.6,Pseudomonas putida
22.28,7.01,8.98,6.99,940.63,2.18,18.69,Acinetobacter baumannii
25.21,7.46,11.15,9.09,567.37,4.68,16.14,Ideonella sakaiensis
24.97,7.05,8.31,4.41,405.83,4.76,14.65,Ideonella sakaiensis
28.26,6.98,8.29,9.68,344.21,4.84,9.91,Ideonella sakaiensis
22.77,7.0,11.14,2.23,405.96,2.22,21.85,Acinetobacter baumannii
21.36,8.55,8.23,6.35,290.1,0.02,2.06,Alcaligenes eutrophus
20.61,6.66,10.14,9.22,345.91,2.88,13.12,Bacillus cereus
26.99,8.69,5.94,6.72,486.76,0.21,8.13,Alcaligenes eutrophus
24.15,6.91,9.98,7.82,332.61,2.72,7.99,Bacillus cereus
21.53,6.5,10.02,2.35,294.8,3.81,13.63,Pseudomonas putida
25.48,6.74,11.56,4.47,858.17,1.22,38.2,Acinetobacter baumannii
24.74,6.55,13.41,4.73,888.57,1.87,18.22,Acinetobacter baumannii
21.71,7.43,10.29,1.74,198.17,0.1,6.45,Alcaligenes eutrophus
27.06,8.15,6.12,14.18,366.6,0.11,25.77,Pseudomonas aeruginosa
21.15,7.41,8.14,4.19,129.97,3.55,12.74,Pseudomonas putida
29.92,8.01,8.48,8.39,609.61,0.2,24.38,Pseudomonas aeruginosa
24.17,6.4,10.61,2.47,319.73,3.77,14.34,Pseudomonas putida
27.43,8.78,10.6,13.85,617.94,0.41,11.68,Alcaligenes eutrophus
24.1,6.56,10.79,5.87,396.67,2.04,14.76,Bacillus cereus
25.02,7.56,8.33,6.94,395.03,1.64,20.39,Pseudomonas aeruginosa
27.83,8.72,8.78,4.41,446.43,1.44,19.94,Pseudomonas aeruginosa
20.41,7.3,10.34,7.84,405.9,2.58,13.43,Bacillus cereus
23.71,7.47,11.71,5.28,247.13,4.58,6.33,Ideonella sakaiensis
26.68,7.2,5.72,10.97,760.72,1.13,21.84,Pseudomonas aeruginosa
22.61,7.48,9.04,4.22,316.07,3.98,12.95,Pseudomonas putida
24.77,7.23,8.74,3.93,223.33,3.6,12.79,Pseudomonas putida
20.39,8.85,5.66,6.17,368.76,0.79,1.68,Alcaligenes eutrophus
20.58,7.72,10.23,9.62,267.06,2.31,6.62,Bacillus cereus
26.91,8.41,6.3,5.74,330.25,1.6,27.47,Pseudomonas aeruginosa
24.35,7.02,10.99,6.61,433.82,2.11,35.92,Acinetobacter baumannii
27.92,6.58,13.02,5.63,563.85,0.56,24.71,Acinetobacter baumannii
20.06,7.23,7.23,2.15,192.87,3.66,12.78,Pseudomonas putida
29.85,8.52,5.19,5.64,648.26,0.76,9.42,Alcaligenes eutrophus
28.75,8.84,6.59,12.22,352.53,1.04,28.32,Pseudomonas aeruginosa
27.64,7.35,8.45,2.69,526.75,0.36,2.62,Alcaligenes eutrophus
21.59,7.53,11.02,1.62,583.37,0.26,3.29,Alcaligenes eutrophus
23.45,7.01,8.78,4.11,215.86,2.53,9.31,Bacillus cereus
26.75,8.18,5.81,3.34,444.27,0.18,9.75,Alcaligenes eutrophus
24.87,6.28,7.84,1.98,243.07,3.9,13.65,Pseudomonas putida
21.75,7.33,7.74,1.54,187.39,3.55,13.83,Pseudomonas putida
27.77,8.19,8.04,5.79,361.06,0.17,21.28,Pseudomonas aeruginosa
27.62,7.89,11.43,9.95,611.92,0.32,9.66,Alcaligenes eutrophus
20.55,6.3,10.89,4.35,220.8,3.93,14.18,Pseudomonas putida
25.76,7.5,7.2,7.26,370.47,0.02,26.72,Pseudomonas aeruginosa
22.4,7.92,6.24,7.77,240.74,2.19,8.34,Bacillus cereus
24.7,6.87,11.76,5.0,267.43,3.74,12.68,Pseudomonas putida
24.14,7.02,12.09,4.02,972.01,0.61,24.4,Acinetobacter baumannii
28.78,8.31,9.65,14.5,313.66,0.08,13.15,Alcaligenes eutrophus
21.14,7.56,11.14,3.13,197.84,0.8,8.2,Alcaligenes eutrophus
21.42,7.84,9.29,7.21,383.23,2.58,13.15,Bacillus cereus
21.61,7.4,7.23,1.76,254.34,3.99,13.88,Pseudomonas putida
23.67,6.94,8.95,6.92,497.33,2.4,24.26,Bacillus cereus
20.89,6.16,9.95,3.41,316.53,3.99,13.7,Pseudomonas putida
27.83,7.01,10.3,5.38,897.71,0.66,21.61,Acinetobacter baumannii
24.0,8.89,10.5,13.87,128.31,0.58,11.5,Alcaligenes eutrophus
20.65,6.69,9.25,4.91,225.26,2.1,11.97,Bacillus cereus
20.25,6.62,9.91,1.33,365.5,3.84,13.9,Pseudomonas putida
28.53,8.88,9.78,6.5,389.9,1.3,13.18,Pseudomonas aeruginosa
20.27,7.16,11.02,4.74,638.08,2.24,22.35,Acinetobacter baumannii
25.35,8.71,8.34,6.11,581.75,0.9,3.02,Alcaligenes eutrophus
23.35,7.18,8.4,4.08,921.37,1.44,36.08,Acinetobacter baumannii
29.81,7.68,9.39,9.13,501.11,0.19,13.22,Pseudomonas aeruginosa
20.94,6.73,6.02,4.62,412.18,2.86,24.91,Bacillus cereus
25.13,7.49,7.51,5.22,178.71,0.45,3.65,Alcaligenes eutrophus
22.01,7.36,13.3,5.54,500.77,0.02,29.68,Acinetobacter baumannii
26.31,7.12,8.21,5.37,619.48,1.98,27.92,Pseudomonas aeruginosa
20.96,7.78,9.17,7.92,213.42,2.54,6.46,Bacillus cereus
24.86,6.03,7.44,2.15,398.89,3.53,12.78,Pseudomonas putida
20.23,6.98,10.7,6.04,580.98,4.42,16.26,Ideonella sakaiensis
24.4,7.32,9.52,1.83,223.19,3.8,12.5,Pseudomonas putida
25.45,7.42,13.23,8.65,367.49,4.31,17.16,Ideonella sakaiensis
22.9,6.91,9.57,8.5,377.1,4.45,1.85,Ideonella sakaiensis
20.93,7.34,13.96,8.83,387.65,4.46,17.53,Ideonella sakaiensis
23.79,7.54,6.11,5.55,432.44,2.63,24.92,Bacillus cereus
28.61,7.09,11.38,3.82,441.59,0.39,7.86,Alcaligenes eutrophus
20.54,7.23,8.3,2.93,147.53,3.74,12.73,Pseudomonas putida
29.22,8.47,5.21,11.09,459.45,0.82,14.84,Alcaligenes eutrophus
22.49,6.0,7.99,4.12,224.64,3.71,14.11,Pseudomonas putida
26.36,7.88,9.87,6.43,488.11,0.12,17.32,Pseudomonas aeruginosa
20.49,6.6,8.83,6.69,283.83,4.05,4.23,Ideonella sakaiensis
27.41,6.6,8.31,3.14,259.82,4.47,16.98,Ideonella sakaiensis
27.9,7.33,12.99,4.31,333.29,4.91,14.77,Ideonella sakaiensis
26.67,6.79,12.16,5.32,964.96,1.66,18.65,Acinetobacter baumannii
25.59,7.86,9.98,8.65,534.27,0.35,7.57,Alcaligenes eutrophus
28.83,7.43,9.67,9.82,208.5,0.85,9.24,Alcaligenes eutrophus
21.68,7.44,9.09,4.78,253.32,2.86,17.43,Bacillus cereus
28.92,8.37,8.6,12.68,599.24,0.09,16.66,Pseudomonas aeruginosa
27.26,7.38,12.62,4.14,778.97,0.06,22.98,Acinetobacter baumannii
24.9,6.96,8.77,1.83,198.3,3.82,12.39,Pseudomonas putida
28.56,6.86,10.21,5.47,507.36,4.96,10.15,Ideonella sakaiensis
20.51,7.04,8.76,5.91,566.93,0.1,15.19,Acinetobacter baumannii
21.5,6.7,11.51,7.78,538.3,0.15,33.34,Acinetobacter baumannii
20.74,6.8,10.11,4.58,205.57,3.56,14.69,Pseudomonas putida
23.16,8.7,7.27,6.89,598.31,0.91,3.98,Alcaligenes eutrophus
20.56,6.86,8.92,6.4,525.89,2.37,32.25,Acinetobacter baumannii
20.69,7.01,9.36,3.17,160.49,3.5,14.23,Pseudomonas putida
29.91,8.47,8.28,11.41,652.06,0.19,28.06,Pseudomonas aeruginosa
24.08,7.87,9.12,6.04,421.48,0.62,1.38,Alcaligenes eutrophus
23.05,6.62,11.24,7.55,991.8,2.39,19.16,Acinetobacter baumannii
24.68,8.36,11.52,9.16,485.71,0.07,5.09,Alcaligenes eutrophus
29.69,7.39,13.18,6.45,320.93,4.15,13.4,Ideonella sakaiensis
23.23,7.62,8.71,11.43,680.84,0.39,13.8,Alcaligenes eutrophus
29.22,7.36,8.45,12.37,302.08,0.35,10.49,Alcaligenes eutrophus
20.91,6.75,12.18,8.96,380.6,4.21,19.86,Ideonella sakaiensis
23.42,6.81,9.21,3.06,119.67,3.67,12.47,Pseudomonas putida
22.0,7.0,7.83,3.68,353.51,2.96,23.03,Bacillus cereus
23.58,7.3,10.7,7.2,286.49,0.41,1.1,Alcaligenes eutrophus
20.81,7.99,8.17,6.11,213.92,2.14,15.5,Bacillus cereus
28.73,7.99,11.19,9.59,268.69,0.17,9.29,Alcaligenes eutrophus
26.66,8.43,9.06,5.59,442.41,1.14,12.75,Pseudomonas aeruginosa
29.93,7.19,11.61,6.71,348.15,4.28,14.88,Ideonella sakaiensis
28.75,6.7,12.03,4.62,258.48,4.26,18.21,Ideonella sakaiensis
25.92,7.08,6.87,10.02,755.96,1.25,18.93,Pseudomonas aeruginosa
21.52,6.99,6.38,8.69,290.35,2.3,9.64,Bacillus cereus
23.82,7.37,8.97,7.6,591.07,4.35,8.92,Ideonella sakaiensis
24.81,7.83,10.4,9.19,300.17,2.11,17.8,Bacillus cereus
20.13,6.86,7.36,2.21,117.77,3.69,14.16,Pseudomonas putida
23.68,6.65,11.04,4.84,579.98,0.52,21.52,Acinetobacter baumannii
26.01,6.54,11.37,3.54,988.78,0.37,28.45,Acinetobacter baumannii
23.19,7.03,8.99,3.12,148.33,3.65,14.74,Pseudomonas putida
25.88,7.08,10.99,5.67,531.65,0.28,7.96,Alcaligenes eutrophus
21.0,6.9,13.88,3.66,353.52,4.5,2.08,Ideonella sakaiensis
20.11,6.22,10.22,2.15,338.64,3.74,12.11,Pseudomonas putida
27.3,6.84,9.3,7.69,876.04,1.41,30.75,Acinetobacter baumannii
26.18,7.44,9.88,14.77,323.02,0.86,14.36,Alcaligenes eutrophus
24.42,7.43,6.29,3.51,479.08,2.49,11.59,Bacillus cereus
24.47,7.28,12.36,7.58,966.32,2.31,30.27,Acinetobacter baumannii
22.73,6.74,7.16,9.58,267.45,2.09,19.88,Bacillus cereus
25.31,8.65,8.7,13.6,468.28,0.68,19.26,Pseudomonas aeruginosa
23.57,7.46,9.95,4.0,400.91,2.41,7.91,Bacillus cereus
29.68,8.67,9.86,13.72,682.56,1.86,21.64,Pseudomonas aeruginosa
28.94,8.35,8.98,4.96,348.34,0.07,28.61,Pseudomonas aeruginosa
20.07,8.44,7.83,2.8,319.73,0.58,8.87,Alcaligenes eutrophus
26.46,7.32,5.89,11.5,744.59,0.97,20.87,Pseudomonas aeruginosa
27.79,8.02,5.27,9.89,586.58,1.33,28.04,Pseudomonas aeruginosa
25.74,7.22,9.75,3.74,596.26,4.82,15.36,Ideonella sakaiensis
24.87,7.4,10.65,7.09,562.0,4.31,8.28,Ideonella sakaiensis
20.67,7.93,10.3,7.69,300.75,2.34,9.09,Bacillus cereus
27.53,7.16,13.52,6.89,443.89,4.68,7.99,Ideonella sakaiensis
27.94,7.98,8.95,8.84,563.39,1.75,14.42,Pseudomonas aeruginosa
20.51,7.8,8.3,8.27,158.31,2.42,21.29,Bacillus cereus
24.5,7.94,10.96,7.2,363.32,2.86,19.66,Bacillus cereus
26.2,7.2,13.3,2.29,745.26,2.16,30.62,Acinetobacter baumannii
29.86,6.63,13.82,9.72,381.56,4.22,2.51,Ideonella sakaiensis
22.4,7.18,13.44,5.1,703.24,0.01,17.77,Acinetobacter baumannii
29.16,7.19,13.07,4.57,302.66,4.37,19.86,Ideonella sakaiensis
21.59,6.43,11.57,3.37,335.92,3.72,14.0,Pseudomonas putida
21.58,7.94,8.29,7.07,305.51,0.82,1.54,Alcaligenes eutrophus
21.39,7.3,5.6,10.43,368.41,0.52,11.21,Alcaligenes eutrophus
23.3,6.57,8.71,4.63,573.05,4.82,11.83,Ideonella sakaiensis
20.55,7.74,9.28,4.11,317.41,2.44,17.57,Bacillus cereus
24.02,6.63,9.11,9.88,341.14,2.08,15.81,Bacillus cereus
24.25,7.21,8.7,8.7,414.11,2.63,14.83,Bacillus cereus
29.96,8.76,9.61,5.67,491.1,1.13,21.34,Pseudomonas aeruginosa
26.29,8.82,9.17,1.92,347.7,0.76,2.63,Alcaligenes eutrophus
20.15,6.03,10.32,2.24,210.55,3.84,14.41,Pseudomonas putida
21.15,8.58,11.4,12.58,454.88,0.83,13.25,Alcaligenes eutrophus
22.32,7.38,8.76,3.51,316.88,3.66,12.47,Pseudomonas putida
22.0,6.74,8.48,6.6,886.88,2.22,23.39,Acinetobacter baumannii
24.31,7.35,11.18,6.44,745.16,0.04,17.82,Acinetobacter baumannii
25.14,8.69,9.11,3.77,559.6,0.71,0.18,Alcaligenes eutrophus
25.08,8.86,9.45,9.76,377.98,0.71,25.74,Pseudomonas aeruginosa
23.27,7.39,6.34,8.97,422.23,2.91,24.21,Bacillus cereus
25.71,8.25,5.65,14.58,639.68,0.42,13.93,Alcaligenes eutrophus
22.96,6.52,13.79,5.9,518.86,2.48,21.71,Acinetobacter baumannii
24.51,6.61,9.0,3.65,196.96,3.52,13.64,Pseudomonas putida
24.79,7.36,9.32,5.88,417.7,2.91,22.57,Bacillus cereus
26.56,7.78,7.08,14.22,127.97,0.53,12.94,Alcaligenes eutrophus
24.47,6.91,10.67,3.53,889.81,0.97,15.29,Acinetobacter baumannii
24.25,7.11,8.51,4.16,267.48,3.89,12.44,Pseudomonas putida
23.54,7.53,7.99,11.47,230.72,0.96,13.14,Alcaligenes eutrophus
23.55,6.8,9.69,4.67,156.52,2.79,13.29,Bacillus cereus
23.76,6.77,11.81,5.49,835.86,0.14,16.13,Acinetobacter baumannii
29.86,7.66,9.28,4.75,738.01,0.45,10.33,Pseudomonas aeruginosa
24.49,7.19,13.94,5.09,249.27,4.11,3.32,Ideonella sakaiensis
22.76,7.07,10.12,4.67,575.67,4.04,4.79,Ideonella sakaiensis
20.79,6.59,10.5,4.29,729.37,0.41,31.53,Acinetobacter baumannii
26.31,8.64,8.99,14.26,539.95,0.11,10.34,Alcaligenes eutrophus
23.04,6.6,6.08,6.09,490.78,2.87,21.38,Bacillus cereus
29.54,6.64,8.83,5.87,507.92,4.51,16.22,Ideonella sakaiensis
24.46,7.34,8.14,6.98,435.59,2.49,15.94,Bacillus cereus
28.24,7.02,11.35,13.52,153.37,0.78,11.34,Alcaligenes eutrophus
27.96,7.48,7.03,9.36,682.96,0.27,15.12,Pseudomonas aeruginosa
23.79,7.88,9.81,3.71,467.01,2.21,9.11,Bacillus cereus
